78.0 37.0
78.0 38.0
78.0 39.0
78.0 40.0
78.0 41.0
78.0 42.0
79.0 37.0
79.0 38.0
79.0 39.0
79.0 40.0
79.0 41.0
79.0 42.0
80.0 37.0
80.0 38.0
80.0 39.0
80.0 40.0
80.0 41.0
80.0 42.0
81.0 37.0
81.0 38.0
81.0 39.0
81.0 40.0
81.0 41.0
81.0 42.0
82.0 37.0
82.0 38.0
82.0 39.0
82.0 40.0
82.0 41.0
82.0 42.0
83.0 37.0
83.0 38.0
83.0 39.0
83.0 40.0
83.0 41.0
83.0 42.0
84.0 37.0
84.0 38.0
84.0 39.0
84.0 40.0
84.0 41.0
84.0 42.0
85.0 37.0
85.0 38.0
85.0 39.0
85.0 40.0
85.0 41.0
85.0 42.0
