  -3092.309       4487.188       87.00000    
  -4059.454       4769.745       53.00000    
   672.7249       4600.429       156.0000    
   2546.391       5383.409       10.00000    
  -4043.389      -5098.139       10.00000    
   844.4559      -3849.744       10.00000    
  -8920.797      -5646.373       152.0000    
   65.04984      -3954.514       10.00000    
  -7108.755      -7132.614       20.00000    
  -2872.706       4377.097       66.00000    
  -3757.815      -6325.651       10.00000    
  -6227.031       7737.879       13.00000    
  -3996.338      -1761.046       10.00000    
  -5951.584      -8497.753       22.00000    
  -3989.978      -1737.151       10.00000    
  -3172.602       4363.131       13.00000    
  -1797.193       3653.424       10.00000    
   2426.903      -4157.036       35.00000    
   10444.24      -858.9998       10.00000    
   2480.786      -3856.335       99.00000    
   11.70509       5062.703       14.00000    
   2942.300       3972.161       9.000000    
   2274.849      -4356.296       8.000000    
  -3200.921       4600.664       83.00000    
  -3039.221      -9077.950       10.00000    
   1411.733      -3087.464       10.00000    
   1405.453      -3097.684       10.00000    
  -5086.757       7417.210       6.000000    
   2613.458      -4068.071       14.00000    
  -7746.534      -6555.268       44.00000    
  -3738.556      -1657.703       10.00000    
  -7639.572      -6645.657       24.00000    
   6146.608      -6304.396       10.00000    
  -3104.596       4391.264       10.00000    
  -6264.371       7548.205       10.00000    
  -4110.017      -4783.006       10.00000    
  -8479.337      -5945.346       25.00000    
  -2090.247       4790.839       10.00000    
  -8003.206      -6617.211       365.0000    
  -3986.903      -9079.870       16.00000    
  -6271.171       7719.487       10.00000    
   2438.198      -3803.376       140.0000    
  -2769.595       4321.820       33.00000    
   4967.578       2200.324       10.00000    
  -5203.830      -8776.082       10.00000    
   4413.221      -2021.809       10.00000    
  -3883.789       4696.993       56.00000    
   2453.991      -4172.700       35.00000    
   2466.427      -4067.252       35.00000    
   5796.711      -6195.633       10.00000    
   3747.107       3474.837       8.000000    
   3847.040       7607.299       10.00000    
  -786.8798       3415.015       8.000000    
  -1869.486       3814.945       13.00000    
  -3182.268      -9715.888       10.00000    
  -2818.823       4323.894       26.00000    
   4022.092      -4766.085       10.00000    
  -4300.298      -1091.943       10.00000    
   4013.759      -4772.500       10.00000    
  -3008.407      -9422.195       10.00000    
   7290.737       6578.083       4.000000    
  -7926.310      -6592.450       21.00000    
  -3292.643      -3453.820       10.00000    
  -3541.441      -1777.190       10.00000    
  -1823.150       3434.017       10.00000    
  -9449.073      -4578.258       38.00000    
  -3017.993       4368.094       6.000000    
   2623.856      -4196.742       8.000000    
   2642.816      -4192.358       10.00000    
   769.4517       4078.764       33.00000    
  -8235.053      -6232.383       89.00000    
  -6399.621       7819.755       10.00000    
  -6405.581       7819.763       10.00000    
   5565.882       2152.100       17.00000    
  -5659.059       6464.649       14.00000    
  -3239.198      -4078.929       10.00000    
   2235.507      -4181.644       136.0000    
  -5061.815       5610.081       10.00000    
  -4694.667       1284.241       10.00000    
  -3092.419      -9136.836       10.00000    
  -3090.710      -9131.588       10.00000    
   5153.540       2170.887       13.00000    
  -4770.557       728.2336       10.00000    
  -1838.922       3689.807       6.000000    
   3948.041      -4343.683       10.00000    
   5903.870       999.1782       10.00000    
  -4368.843      -1072.247       9.000000    
  -6991.075      -7322.251       31.00000    
   5670.208       2121.127       12.00000    
  -42.13586      -3861.971       10.00000    
   3308.386       3629.307       9.000000    
  -992.5255       3458.601       132.0000    
   4371.317       2596.310       10.00000    
  -4402.618       1927.646       11.00000    
  -4507.184       4584.984       12.00000    
